Country,Screen_name,Tweet,Date,Polarity,Subjectivity
Egypt,ihazem___,Sometimes we need to lose something before we can understand its value.,Sat Jan 02 15:03:43 +0000 2021,0.0,0.0
Egypt,HendGK, Unless they're wearing slippers/sandals/wedges and they'll be wearing barefoot,Sat Jan 02 15:03:42 +0000 2021,0.0,0.0
Egypt,AhmdAmolly, Waiting aho ,Sat Jan 02 15:03:39 +0000 2021,0.0,0.0
Egypt,Abdelrahman3wad,I see you ,Sat Jan 02 15:03:37 +0000 2021,0.0,0.0
Egypt,yosef_josh,#NowPlaying Hayeish Yeftekerni by Amr Diab on #Anghami ,Sat Jan 02 15:03:37 +0000 2021,0.0,0.0
Egypt,Svndx,"not interested in anything 
except u",Sat Jan 02 15:03:36 +0000 2021,-0.125,0.5
Egypt,Nachtnights, Some of them believe all Pharaohs was black and we're just Arab invaders who stole their culture,Sat Jan 02 15:03:36 +0000 2021,-0.16666666666666666,0.43333333333333335
Egypt,bassemwahba," I thought so too. I was happy the coma arc finished. It just felt like creative regurgitation.

Haven't started 11 yet but looking forward.",Sat Jan 02 15:03:31 +0000 2021,0.4000000000000001,0.6666666666666666
Egypt,egyleopard, It depends ,Sat Jan 02 15:03:25 +0000 2021,0.0,0.0
Egypt,AbdElRa52007977, AL AHLY ,Sat Jan 02 15:03:23 +0000 2021,0.0,0.0
Egypt,Hiraetth,Im in a shitty mood and i dont even care i wanna keep it till my birthday to prepare myself for any bad thing,Sat Jan 02 15:03:21 +0000 2021,-0.6999999999999998,0.6666666666666666
Egypt,MEDIABOXSTORE,30 Cute Comics About Being In A Relationship By This Artist - ,Sat Jan 02 15:03:21 +0000 2021,0.5,1.0
Egypt,Basmalaamuhammd,Call out my name will forever and always be my addiction,Sat Jan 02 15:03:19 +0000 2021,0.0,0.0
Egypt,NadeenAyoubb,guuuesss whos finallyyy going outtt today!!!!,Sat Jan 02 15:03:17 +0000 2021,0.0,0.0
Egypt,yousefg0hary,Cant stop watching this... ,Sat Jan 02 15:03:16 +0000 2021,0.0,0.0
Egypt,ShawerNancy, so you,Sat Jan 02 15:03:16 +0000 2021,0.0,0.0
Egypt,MonaMagdy,Gorgeous ,Sat Jan 02 15:03:11 +0000 2021,0.7,0.9
Egypt,MidasMisery,"No one hypes you more than a lady friend, them girls are nice AF. ",Sat Jan 02 15:03:10 +0000 2021,0.55,0.75
Egypt,ElNahawandy, Get well soon mr shaun ,Sat Jan 02 15:03:05 +0000 2021,0.0,0.0
Egypt,aestheticherry3,New years texts melts my heart:(,Sat Jan 02 15:03:04 +0000 2021,-0.3068181818181818,0.7272727272727273
Egypt,haiitsraghad,This little boy at the street was sitting next to me while I was waiting for my mum and he told me about how rough his day was and ended it with I wish if I can fly out of this world,Sat Jan 02 15:03:02 +0000 2021,0.12812500000000002,0.45
Egypt,MahmoudGamal480,Perfect ,Sat Jan 02 15:03:02 +0000 2021,1.0,1.0
Egypt,MeryhanKhattab, Thats nice:),Sat Jan 02 15:03:01 +0000 2021,0.55,1.0
Egypt,Raghda_ismail__, Baby,Sat Jan 02 15:02:57 +0000 2021,0.0,0.0
Egypt,Mahmoud_nemir,Can u see the fire ? ,Sat Jan 02 15:02:52 +0000 2021,0.0,0.0
Egypt,phrmdaddy, this is a normal thing?,Sat Jan 02 15:02:50 +0000 2021,0.15,0.6499999999999999
Egypt,mynameismorad,"Is this u ? 
 ",Sat Jan 02 15:02:46 +0000 2021,0.0,0.0
Egypt,ErienyMaher, for Billboard global ig not Billboard hot 100,Sat Jan 02 15:02:45 +0000 2021,0.125,0.42500000000000004
Canada,battlefordsNOW,"Host of New Years Eve get-together in Regina gets $2,800 ticket ",Sat Jan 02 15:04:32 +0000 2021,0.13636363636363635,0.45454545454545453
Canada,OLDUKIEDUDE," Amen Jack, as a survivor you are allowed to hate their stupidity more than the lucky ones. I feel and hear you. Stay safe my friend I saw the sadness and anger in your eyes. ",Sat Jan 02 15:04:29 +0000 2021,-0.12777777777777777,0.6555555555555556
Canada,Dave_Khan," Chris, Im well aware of Jeremy Nixons trip.

I listened to **twice** this morning her 630am ET World Report reported had confirmed Enviro Minister had traveled to Hawaiiand that and his office was still denying it. ",Sat Jan 02 15:04:28 +0000 2021,0.325,0.625
Canada,jd_chef," Ooh, well that's intriguing! I'll definitely forget between now and then though, maybe set a reminder: ***Random Twitter friend is doing something(maybe) 27th Jan***",Sat Jan 02 15:04:28 +0000 2021,-0.04166666666666665,0.4666666666666666
Canada,IronBuffalo1," Also, I think it unwise to count your chicken before they hatched...we don't know the future in that region.",Sat Jan 02 15:04:27 +0000 2021,-0.3,0.5375
Canada,ClarkeRaodi123, But come 2023. Vote UCP. Because. People forget.,Sat Jan 02 15:04:26 +0000 2021,0.0,0.0
Canada,2PrayYourWay,Just posted a photo ,Sat Jan 02 15:04:25 +0000 2021,0.0,0.0
Canada,sbts1979, What a majestic pose!,Sat Jan 02 15:04:23 +0000 2021,0.0,0.0
Canada,tmj_cal_cler,"See our latest #Calgary, AB #Clerical job opportunity and click the link in our bio to apply: Payroll Administrator at Emerson Electric Co",Sat Jan 02 15:04:19 +0000 2021,0.5,0.9
Canada,_davidstoltz65, Stunning ,Sat Jan 02 15:04:17 +0000 2021,0.5,1.0
Canada,rootnk,Remote workers catch a break ,Sat Jan 02 15:04:14 +0000 2021,-0.1,0.2
Canada,BIG_IB_, I hope his time with are his glory years. Will be great to see him battling Max and Checo for podiums ,Sat Jan 02 15:04:10 +0000 2021,0.8,0.75
Canada,robertritcey,Notley quoting a Rick Bell article is not on anyone's bingo card. ,Sat Jan 02 15:04:08 +0000 2021,0.0,0.0
Canada,jostegare," i still think Saliba isn't ready...

he sometimes tend to overrun the ball when playing from the back... sometimes",Sat Jan 02 15:04:08 +0000 2021,0.1,0.25
Canada,bluffinpete, Pick up a book,Sat Jan 02 15:04:06 +0000 2021,0.0,0.0
Canada,DPMcCallum, 18 days. Shouldnt you be packing.,Sat Jan 02 15:04:05 +0000 2021,0.0,0.0
Canada,sirpriam,"I will get a new rhyme. 
Im raising the bar for 2021.
#HappyNewYear",Sat Jan 02 15:04:03 +0000 2021,0.13636363636363635,0.45454545454545453
Canada,nvania8, I wonder how often we see this goal (slapper from the top of the circle unscreened) in today's game. There must be a stat?,Sat Jan 02 15:04:02 +0000 2021,0.04999999999999999,0.45
Canada,ccmreid, Assholes. Every last one of them,Sat Jan 02 15:04:02 +0000 2021,0.0,0.06666666666666667
Canada,Belagana2,"masks are highly effective at turning citizen against citizen, at turning our country into a bunch of snitches in an ever growing police state, that's what masks are good for, I see and hear the accusatory glares and under breath derogatory comments at the grocery stores... ",Sat Jan 02 15:04:00 +0000 2021,0.6499999999999999,0.7000000000000001
Canada,HistoryBoots, Toilet paper is meant to dissolve in water and won't just disappear if discarded outside of the context it was designed for! Pack out your waste or dispose properly with a trowel. (Gross for those not used to it but super important for the environment and other human visitors!),Sat Jan 02 15:03:59 +0000 2021,0.041666666666666664,0.2546296296296296
Canada,rocconori1," Certainly disappointing that he didnt make a better decision yesterday. Even if she resigns, Kenny has lost most of his supporters.",Sat Jan 02 15:03:58 +0000 2021,0.13333333333333333,0.5666666666666667
Canada,amc89avfc," Agree, 5 quality players away from an outstanding squad. 1-2 January (possibly) and then a big 3-4 in summer. Give it take. We were brilliant last night, no doubt. Utd with typical Utd luck and fortune, they have been riding that pony for 10 plus years now. We move on! ",Sat Jan 02 15:03:58 +0000 2021,0.1986111111111111,0.5902777777777778
Canada,KIderstine, I bet,Sat Jan 02 15:03:56 +0000 2021,0.0,0.0
Canada,Johnny_Speed," Thanks Ken, I hope you have an awesome weekend. My weekend should be all kinds of fun cleaning up after my roommate's 3 days of alcoholic stupor. Heavy on the stupid of course. ",Sat Jan 02 15:03:54 +0000 2021,0.041666666666666685,0.5666666666666667
Canada,Zegalicious_AD, I sure do! I have for a good 3 months now haha I hope thats alright!!,Sat Jan 02 15:03:52 +0000 2021,0.5458333333333333,0.5962962962962963
Canada,SatyagrahAlba,"Thus is your labour market crowded with people who must get work or starve, who cannot employ themselves, who are forced into competition for anything they can get.",Sat Jan 02 15:03:51 +0000 2021,-0.30000000000000004,0.2
Canada,RobMeekel, Thank you for the graph on solar irradiance levels. That varies about 1/10 percent over a solar cycle. It's part of the equation but only part of the forcing the sun has on the earth.,Sat Jan 02 15:03:43 +0000 2021,0.0,1.0
Canada,PrezPuttPutt," dont think we disagree..&amp; want to hold peeps responsible..but gosh...Who gets to decide who were bad actors of significance &amp; what penalties should be &amp; how does that work on everything Govts do?
Mass resignations are unrealistic..&amp; too far..I forgive peeps
Maybe its a flaw",Sat Jan 02 15:03:42 +0000 2021,-0.6999999999999998,0.6666666666666666
Canada,iliarahl," Millers Circe is always a favourite, there are other mythos-inspired novels on my list which I havent read yet including Atwoods Penelopiad, Le Guins Lavinia, and Haynes a Thousand Ships. Other than that I can recommend some good fantasy novels if thats your cup of tea!",Sat Jan 02 15:03:42 +0000 2021,0.20833333333333334,0.45
Canada,wc_calgary,Sat 07:57: Mostly Cloudy; Temp 2.4 C; Humidity 47%; Press 100.2 kPa / rising. ,Sat Jan 02 15:03:37 +0000 2021,0.5,0.5
Canada,smevvster,"95EDA618 :Battle ID
I need backup!
Lvl 120 Europa
",Sat Jan 02 15:03:37 +0000 2021,0.0,0.0
Canada,EllaDumas,"Hawaii must have been offering some pretty good (or free) resort packages to UCP inner circle How about a little investigating #UCPvacations #abpoli 

 ",Sat Jan 02 15:03:36 +0000 2021,0.2325,0.6133333333333334
Canada,RobinRedDeer," Meh, he blocked me ages ago, right after my tweets about his poaching.. had hoped the Twitterverse would follow up on allegations about his Dad embezzling $$$ from the Mustard Seed to pay his legal bills - maybe ask - he knows about it 

#abpoli",Sat Jan 02 15:03:35 +0000 2021,0.24285714285714285,0.3678571428571429
Canada,GregHelfrich," 9.9975 Im so pissed off at the duplicity hes shown. Im a small c conservative, and I cant imagine voting for him.",Sat Jan 02 15:03:34 +0000 2021,-0.25,0.4
Canada,KIderstine,"Good morning! Its easy to get down, sad, discouraged, mad and give up. Whats not easy is feeling defeated while still being kind and trying to do your best. Our hearts are our biggest commodity, use it as often as possible and youll be amazed at the returns. Love well ",Sat Jan 02 15:03:34 +0000 2021,0.1911111111111111,0.7355555555555555
Canada,ShaunaMarieMack," I'm furious. I've been railing against the ucp since March, but if this doesn't convince the majority of Alberta that little trump and his minions have to go, I don't know what will.",Sat Jan 02 15:03:29 +0000 2021,-0.1875,0.5
Canada,CatlingGun, PS - it's wonderful that you do this every week. You're an absolute darling and I can't wait for next week's bundle to be live so we can promote together!,Sat Jan 02 15:03:28 +0000 2021,0.34261363636363634,0.6
Canada,SaskLass, Not if you still believe there is a Scamdemic. Take off the mask and get some oxygen to your two remaining brain cells,Sat Jan 02 15:03:27 +0000 2021,0.0,0.0
Canada,WesDJones, How many have the Calgary Police killed?,Sat Jan 02 15:03:27 +0000 2021,0.15,0.25
Canada,LanaBoucher1, Lana to Zac... Thats a good idea for a New Years resolution. The negative entities seem to really enjoy tormenting Aaron,Sat Jan 02 15:03:26 +0000 2021,0.2340909090909091,0.48863636363636365
Canada,SuperFoxcade," Was going to say Yakuza 7 or Power Rangers: BftG to not sound predictable, but I'd be flat out lying.",Sat Jan 02 15:03:24 +0000 2021,-0.1416666666666667,0.3416666666666666
Canada,MainaTheHinyik," Grace alone by Faith alone in Christ alone!

Glory to God.",Sat Jan 02 15:03:24 +0000 2021,0.0,0.0
Canada,rootnk,The 9-5 may soon become a 3-2-2 ,Sat Jan 02 15:03:22 +0000 2021,0.0,0.0
Canada,IronBuffalo1," Well, they had a choice, Mike...the other was run forever.",Sat Jan 02 15:03:22 +0000 2021,-0.125,0.375
Canada,TimChesterton1,"So where is the leadership from these government MLAs who put their own personal enjoyment ahead of public health guidelines? Accept responsibility for your own actions, Ms Fir, and resign! ",Sat Jan 02 15:03:18 +0000 2021,0.3375,0.5916666666666667
Canada,TimChesterton1,"...10 months. At church, our bishop instructed us to go beyond AB govt requirements - no on-site services because it isnt safe right now - no candlelight service, no singing carols together, no communion. We did all this sadly, but willingly, because its the right thing to do.",Sat Jan 02 15:03:18 +0000 2021,0.16428571428571428,0.6642857142857143
Canada,TimChesterton1,"First Christmas in 40 years that we didnt have all of our children (&amp;, later, children in law &amp; grandkids) around our table at some point. My elderly mum couldnt travel to visit us from the UK. I have not hugged my youngest son &amp; his wife (who live in the same city as us).. ",Sat Jan 02 15:03:18 +0000 2021,0.09659090909090909,0.23958333333333331
Canada,yycdrainservice, Here! Here!,Sat Jan 02 15:03:17 +0000 2021,0.0,0.0
Canada,Kempton,"Happy to know PM #JustinTrudeau //has announced vaccines surplus to Canadian needs will be shared with other countries// + our $$ to #CoVax
Angryto see #privileged #entitled #AB #ONT ... politicians #sunseeking in pandemic while we sit home, unable to see friends or family! ",Sat Jan 02 15:03:15 +0000 2021,0.01666666666666668,0.625
